,id,datum,datum_prognoze,temp_prosjek,temp_max,temp_min,vidljivost,smjer_vjetra_stupnjevi,brzina_vjetra,nalet_vjetra_brzina,relativna_vlaznost,tlak_zraka,uv_index,oblaci_pokrice,oborine_akumulirano,dubina_snijega,rosa_prosjek,prognoza,preostalo_dana
0,a75a9454-de99-4715-a9f8-5dec6d6cc31f,2020-08-16,2020-08-16,25.8,28.9,22.1,0.0,154.0,1.87768,6.64513,69.0,1009.5,7.66813,15.0,0.0,0.0,19.2,Few clouds,0
1,192c00ab-d647-4727-b058-14183a58e4af,2020-08-16,2020-08-16,27.0,28.5,23.9,0.0,202.0,1.94733,6.16573,65.0,1009.17,0.731178,31.0,0.0,0.0,19.6,Scattered clouds,0
2,0d62ca97-23d7-4d29-aa12-ca9f5fb47228,2017-10-29,2020-05-04,16.8,22.1,10.8,23.8,82.04,20.7,28.8,64.54,1024.6,,6.6,0.0,,9.8,Clear,1
3,644f1fc3-b69c-49c1-8097-26a9ce90a94a,2019-01-23,2020-05-04,0.8,5.7,-2.5,17.4,154.33,13.3,7.2,74.03,1022.1,,19.6,0.0,,-3.4,Clear,1
4,2fe022b7-9c53-4e23-8077-f3991a0818ec,2020-03-22,2020-05-04,7.7,13.1,1.8,14.5,160.75,14.5,40.7,71.92,1013.4,,27.0,0.0,,2.8,Partially cloudy,1
5,eac898ae-a167-4e9c-a0af-0e12faf06c3c,2020-05-18,2020-05-04,2.3,5.0,-3.4,9.2,118.48,10.4,0.0,75.59,1019.1,,89.1,0.1,,-1.7,"Rain, Overcast",1
6,f75e3490-e1ef-40d3-b8e4-b9636b6920cd,2017-02-01,2020-05-04,6.9,8.6,4.6,5.6,169.42,10.3,0.0,93.01,1021.1,,98.5,5.8,,5.8,"Rain, Overcast",1
7,1c757cad-a680-42b9-8c23-5fb1b16ccbc1,2017-03-07,2020-05-04,9.8,13.1,6.0,12.6,175.58,16.7,0.0,79.27,1005.8,,63.1,4.0,,6.1,"Rain, Partially cloudy",1
8,e10f5453-f255-414f-9d59-0b4e159f66f7,2017-04-12,2020-05-04,14.5,20.8,8.5,22.5,146.92,24.6,0.0,63.0,1016.9,,19.1,0.0,,7.1,Clear,1
9,05e59fb5-c0d8-4055-8849-f78abbc349d6,2017-05-15,2020-05-04,18.5,24.1,13.1,23.1,178.26,14.8,0.0,71.88,1019.5,,14.7,0.0,,13.0,Clear,1
10,53492b5c-b225-43dc-9e90-93a6ab17cb00,2017-06-19,2020-05-04,22.0,26.3,15.4,27.4,130.67,22.9,0.0,45.54,1019.9,,5.8,0.0,,9.0,Clear,1
11,6bc7525b-5013-46c2-b656-063337374b5e,2017-07-25,2020-05-04,23.9,30.5,17.5,12.9,154.54,22.0,0.0,72.1,1004.3,30.2,41.6,4.0,,18.0,"Rain, Partially cloudy",1
12,41ecd7b1-9fc4-441f-91c6-c6ba7e20aeb1,2017-08-29,2020-05-04,23.7,30.7,18.4,16.1,126.7,25.6,0.0,63.11,1014.4,30.7,35.2,6.0,,16.0,"Rain, Partially cloudy",1
13,74c276e8-39d7-4ebc-b23a-d78042718e3d,2017-10-01,2020-05-04,14.5,20.7,7.8,22.4,95.92,14.6,0.0,59.4,1021.0,,1.8,0.0,,6.1,Clear,1
14,41322b7d-099a-4c53-b6d8-dd3d283da536,2017-11-03,2020-05-04,10.8,16.6,4.2,12.3,135.65,13.2,0.0,81.2,1020.5,,50.9,0.0,,7.6,Partially cloudy,1
15,301a6f11-ffbe-4866-b882-3a98ece0cf07,2017-12-07,2020-05-04,3.3,9.6,-0.7,7.1,105.83,12.0,0.0,87.1,1033.1,,29.2,0.0,,1.2,Partially cloudy,1
16,8479f841-e1c2-418d-a4cd-bc08de2cb687,2018-01-09,2020-05-04,11.1,13.4,8.5,11.5,123.58,17.6,0.0,83.22,1025.9,,80.4,0.0,0.0,8.4,Overcast,1
17,20554fda-11fd-4ffa-a612-835271655e1c,2018-02-13,2020-05-04,2.5,6.0,0.1,8.9,95.88,19.3,0.0,86.44,1019.4,,71.8,17.0,7.0,0.5,"Rain, Partially cloudy",1
18,73ff147b-edf4-47ba-a4fd-141d2942380a,2018-03-19,2020-05-04,7.6,11.1,4.1,16.5,97.63,26.2,0.0,77.4,997.7,,74.4,3.9,0.0,3.8,"Rain, Partially cloudy",1
19,134f7f7e-65ce-4fa1-a8bf-e72941f9457f,2018-04-21,2020-05-04,19.9,26.5,14.3,29.2,142.21,14.6,0.0,50.25,1022.6,,0.1,0.0,,8.8,Clear,1
20,8ae1ca62-57f1-4490-8e70-f7d5b75e10fc,2018-05-25,2020-05-04,20.8,26.3,15.6,18.0,170.29,16.4,0.0,76.42,1015.0,,14.6,0.3,0.0,16.1,"Rain, Clear",1
21,cf4acf15-c8f4-44e5-98c1-4c947ec4e92f,2018-06-27,2020-05-04,21.3,26.2,17.9,22.3,71.21,18.0,0.0,45.38,1017.2,,17.4,0.0,,8.7,Clear,1
22,54257f71-9df0-4bae-98a9-22175affec4a,2018-07-31,2020-05-04,28.2,33.6,22.7,17.4,160.17,17.7,0.0,60.24,1012.8,35.2,11.1,10.0,,19.2,"Rain, Clear",1
23,985718e7-6adc-4ee3-9c05-84ec52e4cf65,2018-09-02,2020-05-04,20.6,23.1,17.9,11.3,127.38,15.2,0.0,82.98,1013.9,,67.6,39.2,0.0,17.6,"Rain, Partially cloudy",1
24,ca7acc69-7e0a-4dc7-930a-9a60e8bebae1,2018-10-09,2020-05-04,18.0,22.6,14.9,14.8,141.13,12.0,0.0,84.28,1018.4,,41.9,0.0,,15.1,Partially cloudy,1
25,a84f0385-3521-4812-960c-37ea4bffed15,2018-11-14,2020-05-04,13.4,15.4,11.9,7.6,223.83,10.7,0.0,90.37,1027.8,,67.1,0.0,,11.9,Partially cloudy,1
26,5917a437-6bf8-4ecc-a2ad-fc434a58ae87,2018-12-21,2020-05-04,6.5,7.9,4.8,8.6,193.08,9.7,0.0,91.7,1022.5,,78.1,9.5,0.0,5.2,"Rain, Overcast",1
27,6bb8d312-8d86-4a1c-9d7e-ded2d6335173,2019-01-22,2020-05-04,3.5,6.1,1.6,15.1,143.13,12.8,0.0,67.68,1016.2,,25.7,0.0,,-2.1,Partially cloudy,1
28,19e98e3b-1d07-4c73-a313-4fc92528aad0,2019-02-23,2020-05-04,7.1,13.9,0.2,9.3,188.0,33.0,0.0,72.88,1024.3,,16.8,0.0,,1.9,Clear,1
29,828d9566-6207-46a4-bd2b-d84bd33bffef,2019-03-29,2020-05-04,10.4,14.7,3.9,19.1,99.29,23.5,0.0,41.01,1028.4,,5.4,0.0,,-2.6,Clear,1
30,578dcd15-8ac2-4aea-b4b1-e1f5655e164e,2019-05-01,2020-05-04,12.4,16.4,8.3,19.5,198.88,14.9,0.0,73.85,1012.4,,38.6,0.5,0.0,7.6,"Rain, Partially cloudy",1
31,32f8c60c-c788-4e44-8971-c6c95dd9288b,2019-06-06,2020-05-04,19.8,23.6,15.6,11.4,150.88,13.3,0.0,81.17,1011.1,,34.9,0.0,0.0,16.3,Partially cloudy,1
32,75e3a4ca-135b-466f-88ac-b0e160dad522,2019-07-07,2020-05-04,25.5,31.6,18.6,11.7,173.04,13.9,0.0,65.81,1011.9,32.7,22.2,0.0,,17.9,Clear,1
33,d21341e5-0c10-4b56-b7c4-34da44069aee,2019-08-09,2020-05-04,25.4,29.1,22.2,11.4,138.04,15.6,0.0,75.41,1011.1,31.6,32.1,56.0,,20.6,"Rain, Partially cloudy",1
34,d8dab405-d6bc-48cd-a292-6c7ad1a1f9f2,2019-09-11,2020-05-04,17.2,24.8,10.1,13.4,159.52,12.2,0.0,68.31,1017.2,,10.9,0.0,0.0,10.0,Clear,1
35,73273a0c-8ebf-4fc1-aa32-cf8178b1179d,2019-10-17,2020-05-04,17.1,21.0,10.6,13.7,194.26,15.8,0.0,79.77,1016.2,,28.5,4.8,1.0,13.3,"Rain, Partially cloudy",1
36,8552eef1-9742-4212-a645-fc575ecad06a,2019-11-20,2020-05-04,14.4,16.2,13.2,11.5,123.25,18.5,0.0,80.81,1016.0,,65.1,2.9,0.0,11.1,"Rain, Partially cloudy",1
37,fe4ea6b9-6d66-44c9-b3e2-98431f987758,2020-05-03,2020-05-02,16.8,18.0,15.2,0.0,228.0,1.48731,5.18628,77.0,1006.2,5.03443,49.0,0.235352,0.0,13.1,Broken clouds,1
38,b8b0c78e-c992-4081-900b-14f811b55366,2017-11-05,2020-05-04,13.3,16.8,9.9,10.0,128.28,24.3,21.6,76.08,1006.6,,44.7,0.0,,9.0,Partially cloudy,1
39,bc06947e-9b23-44bc-8c9b-6d6bb4f11a57,2019-02-25,2020-05-04,1.5,3.6,-0.1,10.8,135.83,11.8,3.2,86.3,998.3,,62.0,1.3,0.0,-0.5,"Rain, Partially cloudy",1
40,46fe6afc-68d0-4d4f-8c01-3d9b742be5b9,2020-03-23,2020-05-04,8.7,11.5,4.6,10.0,69.5,34.5,64.8,44.56,1027.9,,50.0,0.0,,-3.2,Partially cloudy,1
41,4ed8aaf6-7af9-46ef-a59b-264c8f1fdca8,2020-05-19,2020-05-18,20.5,22.0,19.5,0.0,213.0,2.22006,6.16997,70.0,1014.53,0.679864,88.0,0.0,0.0,14.7,Overcast clouds,1
42,2c93106f-eaac-42b9-8886-52b6915104b2,2017-02-02,2020-05-04,8.7,9.5,7.9,5.3,207.04,15.0,0.0,94.72,1020.6,,98.9,69.7,,7.9,"Rain, Overcast",1
43,16d19bcd-0085-4efc-b2ce-8edb71df0879,2017-03-08,2020-05-04,10.8,14.6,8.5,16.4,90.33,21.1,0.0,55.69,1005.0,,58.7,9.6,,1.6,"Rain, Partially cloudy",1
44,a38cf1b3-f72c-4743-900e-5b15941338be,2017-04-13,2020-05-04,14.5,19.1,9.2,23.8,174.21,22.6,0.0,57.51,1018.1,,13.5,2.4,,5.8,"Rain, Clear",1
45,da155289-cf85-40d8-a3cd-2ee8e936eeb6,2017-05-16,2020-05-04,19.1,23.8,14.1,18.5,110.57,23.4,0.0,64.88,1023.0,,27.2,0.0,,11.7,Partially cloudy,1
46,c3bd3890-e07c-4bea-847a-6ef2ce8eb4f7,2017-06-20,2020-05-04,23.0,28.5,16.4,31.2,181.33,19.4,0.0,52.38,1020.4,28.1,4.8,0.0,,12.0,Clear,1
47,78102e1a-0cb1-4a5b-b46a-5e4c8623bba6,2017-07-26,2020-05-04,21.5,28.1,15.5,23.3,189.61,25.3,0.0,59.96,1004.1,27.6,20.5,0.0,,12.4,Clear,1
48,b23d9158-3fab-4745-b04e-b694563502c7,2017-08-30,2020-05-04,23.3,29.7,17.9,25.3,140.83,16.9,0.0,55.44,1015.8,28.7,2.6,0.5,,13.1,"Rain, Clear",1
49,7805c39e-3ea3-4915-a980-779d9b040fc9,2017-10-02,2020-05-04,14.0,19.7,7.2,19.1,130.58,16.8,0.0,60.57,1020.7,,13.9,0.0,,6.0,Clear,1
50,bc267921-61c5-4aa8-83fc-e204edd3bd81,2017-11-04,2020-05-04,13.5,17.6,10.2,10.9,128.42,11.3,0.0,84.26,1016.7,,53.2,0.0,,10.8,Partially cloudy,1
51,e8fde115-e2f0-4719-9ced-76e68153fcd6,2017-12-08,2020-05-04,5.8,11.5,0.8,5.6,144.18,11.3,0.0,90.23,1029.8,,52.9,0.0,,4.3,Partially cloudy,1
52,f8f3bb07-0fd9-476b-b979-f9bd3436e4ce,2018-01-10,2020-05-04,12.0,14.2,9.2,11.7,126.67,22.5,0.0,80.74,1021.6,,86.5,24.0,,8.7,"Rain, Overcast",1
53,8ba556f0-91c4-42da-90e7-2b29625d9f11,2018-02-14,2020-05-04,4.3,7.3,0.9,16.4,59.42,23.0,0.0,60.96,1021.5,,35.5,15.4,5.5,-2.7,"Rain, Partially cloudy",1
54,6f542257-7024-4dd6-8070-d44ea81dbfd7,2018-03-20,2020-05-04,4.9,7.4,2.9,14.4,73.17,29.6,0.0,67.98,1000.3,,83.8,24.3,,-0.5,"Rain, Overcast",1
55,b840c6fc-6040-4b2d-b484-7fdec37fdbe7,2018-04-22,2020-05-04,18.7,24.6,12.6,30.4,144.0,19.0,0.0,54.87,1019.8,,0.0,0.0,,8.9,Clear,1
56,c3edd827-dd64-42f6-8e2a-3feb09a44270,2018-05-26,2020-05-04,21.6,27.1,16.1,13.6,170.17,13.8,0.0,70.81,1014.5,27.7,15.3,0.3,0.0,15.6,"Rain, Clear",1
57,19b5a08a-883a-4812-bda1-1438390ffeda,2018-06-28,2020-05-04,21.2,25.2,16.9,24.8,76.17,17.7,0.0,45.64,1015.0,,22.3,0.0,,8.7,Clear,1
58,fbd9e515-5c99-4f22-a518-d25ffec17b38,2018-08-01,2020-05-04,28.5,34.1,23.6,19.6,181.04,14.7,0.0,56.43,1013.5,35.3,9.2,0.0,,18.5,Clear,1
59,302139bd-ab17-475a-801a-4f5dd20b5db7,2018-09-03,2020-05-04,19.7,25.1,14.3,17.0,140.46,12.8,0.0,76.12,1015.5,,21.9,27.9,3.0,14.9,"Rain, Clear",1
60,21abb65e-96ac-4f22-9167-6705d927c0fa,2018-10-10,2020-05-04,18.3,23.8,12.3,12.9,126.83,16.1,0.0,73.78,1020.4,,10.6,0.0,,13.3,Clear,1
61,ac553057-647b-46e4-b391-a4428a6c9909,2018-11-15,2020-05-04,12.5,18.4,7.7,20.1,152.33,13.1,0.0,76.77,1027.9,,9.7,0.0,,8.1,Clear,1
62,53f0b455-d472-451d-88dd-5944cc74d4bd,2018-12-22,2020-05-04,5.7,7.2,3.6,6.7,176.25,8.8,0.0,91.99,1026.2,,66.4,0.0,0.0,4.5,Partially cloudy,1
63,238f0408-d10a-412e-9e79-3805244240d6,2019-01-24,2020-05-04,2.7,5.9,0.5,16.4,114.63,16.9,0.0,67.39,1006.9,,47.3,0.0,,-2.9,Partially cloudy,1
64,7fe845ba-6fd9-4e99-81b9-636c906e85bf,2019-02-24,2020-05-04,4.5,8.2,1.4,32.2,82.54,41.4,0.0,23.38,1034.1,,4.0,0.0,,-15.4,Clear,1
65,92e90b22-52f1-4a9a-800e-b43b4d4dd599,2019-03-30,2020-05-04,11.4,17.9,4.8,21.0,139.13,21.1,0.0,52.28,1029.4,,4.1,0.0,,1.4,Clear,1
66,c02f34d5-42a1-41e0-977e-3560a15dced8,2019-05-02,2020-05-04,14.1,19.9,8.1,22.4,210.54,14.9,0.0,68.0,1013.3,,12.5,0.0,,7.5,Clear,1
67,8e0cbf8a-9153-49ee-a3ae-dec3c59c8fb2,2019-06-07,2020-05-04,20.3,23.2,17.0,11.9,144.83,17.7,0.0,78.72,1013.9,,38.6,0.0,,16.3,Partially cloudy,1
68,e038abfc-0a55-46ec-a239-ae688f7157b7,2019-07-08,2020-05-04,24.0,29.2,19.0,11.6,184.75,22.0,0.0,75.47,1008.7,31.1,37.8,8.8,0.0,19.2,"Rain, Partially cloudy",1
69,ae821a2d-f504-4cd0-b2f6-39e9ea6d3c8f,2019-08-10,2020-05-04,25.1,30.3,20.1,13.8,217.46,14.5,0.0,72.28,1013.4,32.1,4.7,0.0,0.0,19.4,Clear,1
70,7345b9db-f178-4ae1-87fd-03dfdfaf946f,2019-09-12,2020-05-04,18.7,26.1,10.8,11.4,157.75,14.8,0.0,66.09,1020.1,,8.6,0.0,,11.7,Clear,1
71,b1f4adce-d16d-43af-9dee-9fcbb7ed58d9,2019-10-18,2020-05-04,13.9,20.6,8.2,13.1,191.35,10.7,0.0,84.49,1019.5,,26.9,0.0,,11.1,Partially cloudy,1
72,38ee91f6-7895-4252-9091-aec88ee931d1,2019-11-21,2020-05-04,10.9,13.1,9.6,11.1,139.29,10.1,0.0,85.85,1011.6,,55.7,2.2,0.0,8.6,"Rain, Partially cloudy",1
73,33ed2316-7dd5-42b8-9d96-563e4dfef606,2019-12-24,2020-05-04,8.1,12.3,4.0,12.2,166.92,11.2,0.0,89.8,1002.8,,28.0,0.0,0.0,6.5,Partially cloudy,1
74,bdb05950-fb0d-4442-a7f4-02e19c803cf9,2020-01-26,2020-05-04,3.2,6.4,0.5,12.4,116.71,20.7,0.0,64.15,1006.4,,20.1,0.0,,-3.1,Clear,1
75,786c4b40-febd-4e64-b069-fa65a51ed9b4,2020-03-09,2020-05-04,9.0,14.9,4.0,11.5,202.58,17.1,0.0,72.86,1015.6,,24.5,0.0,,4.0,Clear,1
76,3e6d6e42-9b7c-45d5-950c-fab9e73b8fdb,2020-05-28,2020-05-02,16.6,20.2,13.9,0.0,109.0,2.99187,10.7338,66.0,1011.1,8.47478,28.0,0.222656,0.0,9.6,Scattered clouds,1
77,e036b139-0091-426b-9ee3-ab9aca7db8e7,2017-11-13,2020-05-04,14.9,16.6,13.6,11.7,126.04,29.9,43.2,77.9,1012.7,,80.8,1.3,,11.1,"Rain, Overcast",1
78,bad2ab5e-da4c-4146-a6a7-910fa67b74f0,2019-03-13,2020-05-04,8.3,15.0,1.9,23.4,140.38,26.4,8.3,50.45,1032.5,,18.5,0.0,,-1.7,Clear,1
79,4fff9c2d-6783-43c6-b3c1-7601343d7bbd,2020-03-06,2020-05-04,5.2,9.9,1.4,10.0,62.0,32.2,63.0,26.73,1032.5,,26.7,0.0,,-12.6,Partially cloudy,1
80,0cea21e4-9a5c-4814-a2b2-5d6cfa43ad07,2020-05-20,2020-05-18,20.2,22.8,17.6,0.0,90.0,2.50073,9.8208,66.0,1011.53,3.76283,96.0,2.79688,0.0,13.9,Overcast clouds,1
81,006873df-b645-4430-aff1-509fd779a71c,2017-02-03,2020-05-04,9.2,11.2,7.7,5.7,182.1,11.5,0.0,94.81,1021.4,,92.1,9.6,,8.4,"Rain, Overcast",1
82,284525d4-88c9-4b90-adca-5ec6721377b8,2017-03-09,2020-05-04,11.2,16.1,6.8,29.4,103.5,20.2,0.0,39.95,1019.1,,1.8,0.0,,-2.3,Clear,1
83,1e2d3063-54e8-49ec-90d8-022e5ea99d69,2017-04-14,2020-05-04,13.7,20.1,8.1,12.3,169.0,11.4,0.0,68.33,1011.7,,51.6,0.0,,7.6,Partially cloudy,1
84,1cde51a9-fb9e-4236-bf2c-2d51fed8b005,2017-05-17,2020-05-04,20.6,25.1,16.1,23.7,114.33,18.9,0.0,54.44,1025.2,,8.8,0.3,,10.7,"Rain, Clear",1
85,3d434b20-2533-4f8b-a9f2-f45808528c92,2017-06-21,2020-05-04,24.1,30.2,16.6,31.7,197.58,14.5,0.0,52.38,1017.1,29.2,2.6,0.0,,12.9,Clear,1
86,bef38c59-5607-4206-b074-3d5d381516ce,2017-07-27,2020-05-04,20.6,26.2,13.5,26.1,172.58,14.5,0.0,57.78,1004.4,,23.1,0.0,,11.6,Clear,1
87,3636251a-f148-4f05-993d-edfc54d7e6dd,2017-08-31,2020-05-04,23.1,29.8,16.9,25.4,165.75,16.7,0.0,56.71,1015.4,29.9,0.0,0.0,,13.6,Clear,1
88,d29bb735-f6df-4f73-aebe-885788231829,2017-10-03,2020-05-04,14.3,20.4,7.4,16.0,130.63,16.6,0.0,66.89,1023.0,,11.6,0.0,,7.9,Clear,1
89,5380487f-a11b-453d-abe5-1f22e003e6d2,2017-11-06,2020-05-04,12.3,16.6,7.7,10.5,130.46,12.3,0.0,83.46,1019.1,,65.3,0.3,,9.6,"Rain, Partially cloudy",1
90,7aaad3bb-e020-454b-b7e2-e1e046718cca,2017-12-09,2020-05-04,10.1,12.1,7.5,7.8,196.0,15.8,0.0,85.45,1014.3,,90.2,27.1,,7.8,"Rain, Overcast",1
91,60139831-dd28-46fe-bad5-df55d08192cc,2018-01-11,2020-05-04,7.3,12.0,2.1,11.1,156.79,15.7,0.0,84.65,1016.2,,53.9,6.3,1.0,4.8,"Rain, Partially cloudy",1
92,3afef638-56fa-4b34-95bd-744e1b07faff,2018-02-15,2020-05-04,2.3,8.6,-3.9,20.3,128.25,14.8,0.0,63.87,1025.5,,8.0,90.0,8.0,-4.3,"Rain, Clear",1
93,fb99bebd-4572-4be4-b0c5-0c8055e35f59,2018-03-21,2020-05-04,4.2,7.1,1.6,13.0,87.42,39.5,0.0,63.98,1007.4,,75.7,0.0,0.0,-2.2,Overcast,1
94,734de850-e056-4a9f-a4d1-8ae93872cff0,2018-04-23,2020-05-04,16.2,23.1,9.5,30.0,174.46,11.0,0.0,59.18,1018.3,,0.2,0.0,,7.2,Clear,1
95,1a3d5c9d-dc97-41fe-9b60-434876753a7c,2018-05-27,2020-05-04,22.1,27.1,17.0,21.4,173.08,13.7,0.0,65.86,1018.4,27.6,10.9,0.0,,15.1,Clear,1
96,a5393977-0314-44bc-9866-7576f7af1d4e,2018-06-29,2020-05-04,19.2,23.0,16.5,16.3,167.33,11.5,0.0,64.05,1011.1,,56.3,2.4,0.0,12.2,"Rain, Partially cloudy",1
97,0aa96ed2-4f48-4a31-8a87-edda9e3fc7cc,2018-08-02,2020-05-04,28.9,34.1,23.9,17.0,162.83,15.2,0.0,56.01,1014.1,37.1,16.1,0.0,,18.8,Clear,1
98,141b62c9-5bf3-4ffc-a457-bbb55f0a5724,2018-09-04,2020-05-04,19.6,24.6,15.9,13.2,183.25,15.5,0.0,79.36,1012.8,,36.6,0.3,,15.7,"Rain, Partially cloudy",1
99,5d9de03c-1775-4b17-9b3b-e048b33e4009,2018-10-11,2020-05-04,18.0,24.4,12.0,20.5,109.04,16.2,0.0,65.87,1021.4,,0.0,0.0,,11.0,Clear,1
100,cb07e01f-5499-40d9-9319-901d7dd5ab0f,2018-11-16,2020-05-04,9.4,15.4,4.6,24.6,140.0,15.6,0.0,69.46,1026.0,,7.1,0.0,,3.6,Clear,1
101,ad35de69-b161-4899-a4db-ef482d802c26,2018-12-23,2020-05-04,7.6,8.6,6.0,5.9,209.65,5.8,0.0,94.74,1021.2,,79.4,0.7,,6.8,"Rain, Overcast",1
102,c1ebb0c3-7d78-47a5-b8f3-b826e68a3814,2019-01-25,2020-05-04,3.2,8.1,-1.3,22.8,83.96,19.8,0.0,62.93,999.4,,7.9,0.0,0.0,-3.4,Clear,1
103,3360f65c-b355-4112-99fd-0a65825ae18d,2019-02-26,2020-05-04,3.5,9.1,-2.3,26.8,171.17,13.5,0.0,32.47,1036.4,,13.2,0.0,,-11.9,Clear,1
104,11a015c5-308c-46af-87c8-85f06889ff27,2019-03-31,2020-05-04,10.5,18.2,2.8,28.3,204.67,12.6,0.0,52.18,1024.1,,5.3,0.0,,0.2,Clear,1
105,bae780a0-9e60-416c-b405-2c5d7c33fdd5,2019-05-03,2020-05-04,14.1,21.0,5.6,24.4,159.13,15.5,0.0,66.84,1012.3,,4.7,0.0,,7.3,Clear,1
106,e6c55ef0-24a8-4986-95cf-3303b610ea77,2019-06-08,2020-05-04,20.9,24.5,17.1,12.6,152.33,13.5,0.0,74.36,1017.7,,27.8,0.0,,15.9,Partially cloudy,1
107,6a3b553f-3873-4755-bd49-f26fb7795871,2019-07-09,2020-05-04,23.1,28.5,15.4,14.4,159.25,10.3,0.0,72.51,1011.0,29.5,23.2,4.3,1.0,17.3,"Rain, Clear",1
108,99a477ea-78eb-4802-b746-866172ffde71,2019-08-11,2020-05-04,25.7,31.6,20.1,12.3,171.08,11.3,0.0,73.46,1014.2,34.3,8.4,0.0,,20.1,Clear,1
109,a3d18f93-e6da-4575-a1b0-f866d8b5e0dd,2019-09-13,2020-05-04,19.8,26.7,12.9,12.1,119.63,15.6,0.0,64.71,1026.8,26.7,3.6,0.0,,12.2,Clear,1
110,b6a6cc33-0c0f-499f-86ac-8822e29f995d,2019-10-19,2020-05-04,15.3,20.4,11.4,10.6,191.08,9.7,0.0,84.88,1018.2,,37.2,0.0,,12.6,Partially cloudy,1
111,e32bb793-e4c4-4b76-9691-81690f745e57,2019-11-24,2020-05-04,10.8,13.9,8.8,9.5,156.54,9.6,0.0,90.22,1013.2,,52.0,3.2,0.0,9.2,"Rain, Partially cloudy",1
112,7c061a13-f194-4e2f-babe-af72e579eaa7,2019-12-25,2020-05-04,5.8,11.9,0.5,12.9,190.83,10.7,0.0,88.71,1014.8,,13.8,0.0,,4.0,Clear,1
113,20413a1f-f74d-4596-af6f-c0a923f4c3b9,2020-01-27,2020-05-04,3.1,8.0,-1.5,12.8,198.92,10.0,0.0,65.85,1010.9,,24.8,0.0,,-3.0,Clear,1
114,d27dcb25-9854-4adc-993a-3e9156f94c45,2020-03-13,2020-05-04,7.4,12.0,1.0,10.0,176.0,14.6,0.0,68.93,1024.3,,31.3,0.0,,1.9,Partially cloudy,1
115,47fe9627-667c-4962-b1ca-709170e815a4,2020-05-04,2020-05-18,18.9,23.9,13.3,24.135,130.0,1.73623,2.80017,61.0,997.272,8.96434,0.0,0.0,0.0,10.7,Clear Sky,1
116,1acb5268-558c-4b67-bbaa-46e1f70bc365,2020-08-17,2020-08-16,25.2,27.9,22.4,0.0,136.0,2.38858,7.70706,80.0,1008.82,5.76477,67.0,7.05469,0.0,21.2,Thunderstorm with rain,1
117,6625e9ad-1a7e-490e-98b5-257d4d17f30e,2018-01-08,2020-05-04,8.9,15.1,5.2,10.8,73.54,44.1,61.2,71.74,999.4,,92.7,19.5,,3.9,"Rain, Overcast",1
118,d0078693-c772-425b-af86-80caebdd7d49,2019-03-16,2020-05-04,5.7,12.6,0.4,22.4,135.5,24.5,35.6,73.48,1015.5,,33.4,3.0,,0.8,"Rain, Partially cloudy",1
119,07c3a04d-146f-4ff7-9ec0-eea169591112,2020-02-12,2020-05-04,8.7,11.0,5.4,9.8,199.54,29.1,48.4,85.64,1020.1,,41.4,0.0,,6.4,Partially cloudy,1
120,f98c75b4-649b-420a-96da-64218ee9edad,2020-05-21,2020-05-18,20.8,24.7,17.4,0.0,104.0,4.1638,13.0259,56.0,1011.42,5.15243,80.0,0.0742188,0.0,11.3,Overcast clouds,1
121,1569b1e7-cb00-4ead-bb19-90f3599a10e4,2017-02-04,2020-05-04,11.1,12.2,10.2,9.2,149.21,26.0,0.0,87.4,1015.0,,87.8,19.8,,9.1,"Rain, Overcast",1
122,72709b46-628e-4fed-b6c9-acfa5809a6b5,2017-03-11,2020-05-04,10.5,17.3,3.3,23.5,175.58,15.0,0.0,51.01,1017.1,,14.1,0.0,,0.3,Clear,1
123,ffb70075-4005-4238-b275-cdd077a6c591,2017-04-15,2020-05-04,16.0,20.6,11.6,12.5,138.17,13.9,0.0,67.01,1012.4,,46.0,0.0,,9.5,Partially cloudy,1
124,d200d3e5-4d32-4541-8d07-e455019e2578,2017-05-18,2020-05-04,20.5,26.1,16.0,19.9,115.96,15.6,0.0,53.61,1021.3,,23.4,0.0,,10.3,Clear,1
125,b088a6dc-7b9f-4b21-a128-34d6b1a0f449,2017-06-22,2020-05-04,24.6,30.7,18.1,25.0,196.61,12.4,0.0,55.02,1014.8,30.3,11.9,0.0,,14.2,Clear,1
126,0a01cea8-c566-4768-8adb-68d887cc7283,2017-07-28,2020-05-04,21.8,28.1,15.1,23.7,171.88,17.4,0.0,58.94,1009.2,28.0,27.1,0.0,,12.4,Partially cloudy,1
127,d808159f-9a05-4523-a784-52d88ee0f01e,2017-09-01,2020-05-04,23.2,28.6,17.7,23.0,144.79,14.2,0.0,71.68,1015.1,30.3,9.2,0.0,,17.2,Clear,1
128,fa253258-5d9c-4f79-af6d-38358b270756,2017-10-04,2020-05-04,15.3,19.1,11.2,8.5,149.64,11.2,0.0,89.55,1020.4,,64.6,1.0,,13.6,"Rain, Partially cloudy",1
129,050b9695-3b05-45b1-a514-8d0b37f9ec08,2017-11-07,2020-05-04,12.2,15.5,9.6,9.8,108.58,36.3,0.0,85.94,1008.7,,92.0,86.8,,9.9,"Rain, Overcast",1
130,0e5e51e6-0c2b-4f50-a43b-a72f1bb56631,2017-12-10,2020-05-04,3.4,10.5,-1.4,15.1,175.46,26.4,0.0,80.52,1011.2,,55.0,38.9,1.5,0.3,"Rain, Partially cloudy",1
